undefined;-85.35823059082031
;-85.35823059082031
;-85.35823059082031
;-85.35823059082031
;-85.35823059082031
;-85.35823059082031
;-85.35823059082031
;-85.35824584960938
;-85.35826110839844
;-85.35829162597656
;-85.35832214355469
;-85.35835266113281
;-85.35838317871094
;-85.35841369628906
;-85.35844421386719
;-85.35846710205078
;-85.35848236083984
;-85.3584976196289
;-85.35851287841797
;-85.35852813720703
;-85.3585433959961
;-85.35855865478516
;-85.35857391357422
;-85.35858917236328
;-85.35860443115234
;-85.3586196899414
;-85.35863494873047
;-85.35865020751953
;-85.3586654663086
;-85.35868072509766
;-85.35869598388672
;-85.35871124267578
;-85.35872650146484
;-85.3587417602539
;-85.35875701904297
;-85.35877227783203
;-85.3587875366211
